author_id_1,author_id_2,weight
https://openalex.org/A5008316499,https://openalex.org/A5051775910,1
https://openalex.org/A5008316499,https://openalex.org/A5069808535,1
https://openalex.org/A5008316499,https://openalex.org/A5091624479,1
https://openalex.org/A5008643091,https://openalex.org/A5082262931,1
https://openalex.org/A5008737910,https://openalex.org/A5040740393,1
https://openalex.org/A5008737910,https://openalex.org/A5067240326,1
https://openalex.org/A5008737910,https://openalex.org/A5067428017,1
https://openalex.org/A5008740522,https://openalex.org/A5038962834,1
https://openalex.org/A5008805369,https://openalex.org/A5024454579,2
https://openalex.org/A5008805369,https://openalex.org/A5031702979,2
https://openalex.org/A5008805369,https://openalex.org/A5047475034,1
https://openalex.org/A5008805369,https://openalex.org/A5047897029,2
https://openalex.org/A5008805369,https://openalex.org/A5066533684,3
https://openalex.org/A5008805369,https://openalex.org/A5069533703,1
https://openalex.org/A5008805369,https://openalex.org/A5072924813,1
https://openalex.org/A5008805369,https://openalex.org/A5076597021,1
https://openalex.org/A5008805369,https://openalex.org/A5087069760,1
https://openalex.org/A5008805369,https://openalex.org/A5089798637,2
https://openalex.org/A5008805369,https://openalex.org/A5103361511,1
https://openalex.org/A5008805369,https://openalex.org/A5109189936,1
https://openalex.org/A5008805369,https://openalex.org/A5116582244,2
https://openalex.org/A5008805369,https://openalex.org/A5119061438,1
https://openalex.org/A5008805369,https://openalex.org/A5119061439,1
https://openalex.org/A5008805369,https://openalex.org/A5119061440,1
https://openalex.org/A5008805369,https://openalex.org/A5119061441,1
https://openalex.org/A5008805369,https://openalex.org/A5119061442,1
https://openalex.org/A5008805369,https://openalex.org/A5119061443,1
https://openalex.org/A5008808725,https://openalex.org/A5020347026,2
https://openalex.org/A5008846462,https://openalex.org/A5052599957,1
https://openalex.org/A5008846462,https://openalex.org/A5055850531,2
https://openalex.org/A5008846462,https://openalex.org/A5086662428,1
https://openalex.org/A5008942195,https://openalex.org/A5025241450,4
https://openalex.org/A5008942195,https://openalex.org/A5033160841,2
https://openalex.org/A5008942195,https://openalex.org/A5077809014,1
https://openalex.org/A5009005384,https://openalex.org/A5088969790,1
https://openalex.org/A5009029883,https://openalex.org/A5050571686,3
https://openalex.org/A5009029883,https://openalex.org/A5108635425,3
https://openalex.org/A5009179454,https://openalex.org/A5018644793,1
https://openalex.org/A5009179454,https://openalex.org/A5027229439,1
https://openalex.org/A5009179454,https://openalex.org/A5028757481,1
https://openalex.org/A5009179454,https://openalex.org/A5036323249,1
https://openalex.org/A5009179454,https://openalex.org/A5070237145,1
https://openalex.org/A5009179454,https://openalex.org/A5079191166,2
https://openalex.org/A5009389908,https://openalex.org/A5064670296,1
https://openalex.org/A5009659175,https://openalex.org/A5111731491,1
https://openalex.org/A5009748271,https://openalex.org/A5026635387,1
https://openalex.org/A5009748271,https://openalex.org/A5037512983,4
https://openalex.org/A5009748271,https://openalex.org/A5067759878,4
https://openalex.org/A5009748271,https://openalex.org/A5077245301,1
https://openalex.org/A5009748271,https://openalex.org/A5081104338,2
https://openalex.org/A5009748271,https://openalex.org/A5088666995,2
https://openalex.org/A5009748271,https://openalex.org/A5104453572,2
https://openalex.org/A5010028386,https://openalex.org/A5108421136,1
https://openalex.org/A5010051949,https://openalex.org/A5020005712,1
https://openalex.org/A5010051949,https://openalex.org/A5043554069,1
https://openalex.org/A5010069987,https://openalex.org/A5065724004,1
https://openalex.org/A5010099259,https://openalex.org/A5042292435,1
https://openalex.org/A5010099259,https://openalex.org/A5043554069,1
https://openalex.org/A5010099259,https://openalex.org/A5075398663,1
https://openalex.org/A5010099259,https://openalex.org/A5112337293,1
https://openalex.org/A5010174378,https://openalex.org/A5056662160,1
https://openalex.org/A5010174378,https://openalex.org/A5082732820,1
https://openalex.org/A5010174378,https://openalex.org/A5087525753,1
https://openalex.org/A5010281850,https://openalex.org/A5045755131,1
https://openalex.org/A5010332312,https://openalex.org/A5011110306,1
https://openalex.org/A5010332312,https://openalex.org/A5023622755,1
https://openalex.org/A5010332312,https://openalex.org/A5025167737,1
https://openalex.org/A5010332312,https://openalex.org/A5028496204,1
https://openalex.org/A5010332312,https://openalex.org/A5032251517,1
https://openalex.org/A5010332312,https://openalex.org/A5055892702,1
https://openalex.org/A5010332312,https://openalex.org/A5086425290,1
https://openalex.org/A5010384819,https://openalex.org/A5083562384,1
https://openalex.org/A5010386120,https://openalex.org/A5014844476,1
https://openalex.org/A5010386120,https://openalex.org/A5034522316,1
